"","Type","SumCounts","Floss"
"ENSACAT00000003827.3","mRNA",0,0.50000021
"ENSACAT00000005301.3","mRNA",14,0.24819321
"ENSACAT00000002396.3","mRNA",5,0.72217241
"ENSACAT00000001324.3","mRNA",1247,0.0566603975
"ENSACAT00000006416.3","mRNA",783,0.06231669
"ENSACAT00000004956.2","mRNA",20,0.21346981
"ENSACAT00000003378.3","mRNA",21,0.17700066
"ENSACAT00000004905.3","mRNA",14,0.25597361
"ENSACAT00000006045.3","mRNA",124,0.23222133
"ENSACAT00000030644.1","mRNA",125,0.21728259
"ENSACAT00000029851.1","mRNA",19,0.23586991
"ENSACAT00000001380.3","mRNA",15,0.27286486
"ENSACAT00000000771.3","mRNA",0,0.50000021
"ENSACAT00000008565.2","mRNA",76,0.13208446
"ENSACAT00000029729.1","mRNA",24,0.31112729
"ENSACAT00000017636.3","mRNA",96,0.11789624
"ENSACAT00000017423.2","mRNA",291,0.17743811
"ENSACAT00000004961.3","mRNA",14,0.31980361
"ENSACAT00000000488.3","mRNA",53,0.18262564
"ENSACAT00000001040.3","mRNA",23,0.43994031
"ENSACAT00000001740.3","mRNA",14,0.38715071
"ENSACAT00000003652.3","mRNA",216,0.11220314
"ENSACAT00000006900.3","mRNA",30,0.17921221
"ENSACAT00000011802.3","mRNA",307,0.12081594
"ENSACAT00000005945.3","mRNA",148,0.19015769
"ENSACAT00000006023.3","mRNA",125,0.27417241
"ENSACAT00000004582.3","mRNA",76,0.46973714
"ENSACAT00000012570.3","mRNA",81,0.18238174
"ENSACAT00000007650.3","mRNA",766,0.10543714
"ENSACAT00000007256.3","mRNA",548,0.08653064
"ENSACAT00000017973.2","mRNA",0,0.50000021
"ENSACAT00000017943.3","mRNA",5,0.56185121
"ENSACAT00000029656.1","mRNA",380,0.18107334
"ENSACAT00000002690.2","mRNA",373,0.17118264
"ENSACAT00000005424.3","mRNA",5,0.24639621
"ENSACAT00000030117.1","mRNA",17,0.25089506
"ENSACAT00000012601.3","mRNA",150,0.09972921
"ENSACAT00000013657.3","mRNA",6,0.64486641
"ENSACAT00000023918.1","mRNA",125,0.09328259
"ENSACAT00000009621.3","mRNA",122,0.14297793
"ENSACAT00000001734.2","mRNA",15,0.35121201
"ENSACAT00000006543.3","mRNA",194,0.12198469
"ENSACAT00000011763.2","mRNA",3,0.47442831
"ENSACAT00000010738.2","mRNA",18,0.26164911
"ENSACAT00000004148.3","mRNA",93,0.11802761
"ENSACAT00000004228.3","mRNA",47,0.27592069
"ENSACAT00000002664.3","mRNA",45,0.25217276
"ENSACAT00000030654.1","mRNA",42,0.23629951
"ENSACAT00000003063.3","mRNA",15,0.54567501
"ENSACAT00000012381.3","mRNA",4076,0.02860039
"ENSACAT00000014499.3","mRNA",111,0.118041605
"ENSACAT00000014807.3","mRNA",129,0.12002421
"ENSACAT00000015162.3","mRNA",6,0.34720481
"ENSACAT00000002684.3","mRNA",99,0.09656831
"ENSACAT00000007616.3","mRNA",17,0.37814451
"ENSACAT00000007392.3","mRNA",52,0.16174899
"ENSACAT00000004274.2","mRNA",6,0.46799421
"ENSACAT00000004672.1","mRNA",432,0.059463955
"ENSACAT00000004987.3","mRNA",28,0.32343811
"ENSACAT00000013514.3","mRNA",145,0.143360185
"ENSACAT00000016598.3","mRNA",21,0.17694666
"ENSACAT00000016569.3","mRNA",109,0.04051144
"ENSACAT00000016431.3","mRNA",293,0.04172239
"ENSACAT00000029665.1","mRNA",0,0.50000021
"ENSACAT00000016337.3","mRNA",17,0.14345326
"ENSACAT00000016259.3","mRNA",354,0.04111968
"ENSACAT00000016053.3","mRNA",339,0.13369972
"ENSACAT00000015902.3","mRNA",47,0.28290541
"ENSACAT00000015934.2","mRNA",22726,0.08484019
"ENSACAT00000015851.2","mRNA",2233,0.0649397
"ENSACAT00000015644.3","mRNA",1,0.76185121
"ENSACAT00000017969.3","mRNA",58,0.23107286
"ENSACAT00000017677.2","mRNA",21,0.15298896
"ENSACAT00000007372.2","mRNA",2,0.63466121
"ENSACAT00000025257.2","mRNA",56,0.10321126
"ENSACAT00000007057.3","mRNA",840,0.07037588
"ENSACAT00000006991.3","mRNA",51,0.20452811
"ENSACAT00000029565.1","mRNA",2462,0.143002245
"ENSACAT00000006804.3","mRNA",290,0.13991217
"ENSACAT00000001628.3","mRNA",30,0.24028531
"ENSACAT00000001467.2","mRNA",34,0.35008641
"ENSACAT00000001371.3","mRNA",1,0.76185121
"ENSACAT00000004323.3","mRNA",79,0.18247566
"ENSACAT00000030406.1","mRNA",100,0.08281021
"ENSACAT00000007983.3","mRNA",36,0.23394066
"ENSACAT00000007953.3","mRNA",13,0.35869871
"ENSACAT00000028398.2","mRNA",0,0.50000021
"ENSACAT00000007783.2","mRNA",14,0.19261361
"ENSACAT00000007645.3","mRNA",129,0.10077702
"ENSACAT00000030138.1","mRNA",0,0.50000021
"ENSACAT00000024596.2","mRNA",339,0.04899412
"ENSACAT00000007102.3","mRNA",339,0.04899412
"ENSACAT00000009718.3","mRNA",21,0.14330631
"ENSACAT00000004761.3","mRNA",231,0.18142251
"ENSACAT00000004958.3","mRNA",834,0.07956219
"ENSACAT00000005113.2","mRNA",9,0.45082901
"ENSACAT00000005413.2","mRNA",982,0.14289152
"ENSACAT00000005705.3","mRNA",10,0.59498241
"ENSACAT00000005732.3","mRNA",94,0.30208159
"ENSACAT00000014888.3","mRNA",12,0.33547121
"ENSACAT00000027867.2","mRNA",12,0.15695306
"ENSACAT00000003803.3","mRNA",118,0.14216756
"ENSACAT00000030439.1","mRNA",49,0.21587171
"ENSACAT00000004020.3","mRNA",50,0.21627981
"ENSACAT00000004279.3","mRNA",3204,0.09849384
"ENSACAT00000004540.3","mRNA",94,0.07684501
"ENSACAT00000004935.3","mRNA",796,0.081276075
"ENSACAT00000005038.3","mRNA",0,0.50000021
"ENSACAT00000003565.3","mRNA",55,0.17186914
"ENSACAT00000003477.3","mRNA",12,0.32338426
"ENSACAT00000003253.3","mRNA",14,0.41491351
"ENSACAT00000002813.3","mRNA",276,0.15032174
"ENSACAT00000002658.2","mRNA",774,0.132943735
"ENSACAT00000002497.3","mRNA",0,0.50000021
"ENSACAT00000002359.3","mRNA",2143,0.05813664
"ENSACAT00000002218.3","mRNA",12,0.49028706
"ENSACAT00000001880.3","mRNA",760,0.10268744
"ENSACAT00000001712.3","mRNA",1938,0.057456405
"ENSACAT00000000783.3","mRNA",118,0.10249351
"ENSACAT00000000411.2","mRNA",0,0.50000021
"ENSACAT00000016317.3","mRNA",467,0.25581494
"ENSACAT00000009817.3","mRNA",144,0.08550414
"ENSACAT00000009518.3","mRNA",28,0.19684591
"ENSACAT00000008658.3","mRNA",119,0.11644741
"ENSACAT00000008249.3","mRNA",20,0.26254381
"ENSACAT00000008157.3","mRNA",68,0.10453041
"ENSACAT00000008070.3","mRNA",23,0.16174499
"ENSACAT00000007889.3","mRNA",15,0.37819956
"ENSACAT00000007762.3","mRNA",231,0.14624769
"ENSACAT00000007577.3","mRNA",914,0.06090988
"ENSACAT00000007239.3","mRNA",193,0.16702211
"ENSACAT00000007101.3","mRNA",6,0.66265981
"ENSACAT00000006544.3","mRNA",0,0.50000021
"ENSACAT00000005919.3","mRNA",481,0.152332655
"ENSACAT00000005643.2","mRNA",91,0.12120829
"ENSACAT00000005336.3","mRNA",989,0.054465365
"ENSACAT00000005161.3","mRNA",508,0.088619755
"ENSACAT00000004901.3","mRNA",429,0.050152255
"ENSACAT00000004738.3","mRNA",81,0.12388544
"ENSACAT00000004609.3","mRNA",459,0.10654239
"ENSACAT00000004117.3","mRNA",7,0.63076131
"ENSACAT00000003000.3","mRNA",215,0.127371505
"ENSACAT00000003929.3","mRNA",9,0.29032271
"ENSACAT00000004131.3","mRNA",149,0.239277705
"ENSACAT00000004265.3","mRNA",15,0.26880436
"ENSACAT00000004569.3","mRNA",41,0.16154641
"ENSACAT00000004681.3","mRNA",259,0.09608866
"ENSACAT00000004763.2","mRNA",79,0.17287924
"ENSACAT00000004931.3","mRNA",15,0.19446471
"ENSACAT00000005142.2","mRNA",26,0.30317216
"ENSACAT00000005171.3","mRNA",1766,0.062180825
"ENSACAT00000005217.3","mRNA",1410,0.11248131
"ENSACAT00000005419.3","mRNA",1,0.70081021
"ENSACAT00000006729.3","mRNA",2,0.76185121
"ENSACAT00000006267.3","mRNA",1636,0.08063182
"ENSACAT00000015787.3","mRNA",46,0.20460951
"ENSACAT00000016018.3","mRNA",38,0.15871309
"ENSACAT00000030015.1","mRNA",5177,0.06939634
"ENSACAT00000016524.2","mRNA",5134,0.06785017
"ENSACAT00000017847.3","mRNA",16,0.11346981
"ENSACAT00000008712.3","mRNA",14,0.35930041
"ENSACAT00000008610.3","mRNA",9,0.36747721
"ENSACAT00000008450.3","mRNA",96,0.12347921
"ENSACAT00000008374.3","mRNA",29,0.15657306
"ENSACAT00000001571.3","mRNA",505,0.06418366
"ENSACAT00000001155.2","mRNA",2092,0.431605205
"ENSACAT00000000909.3","mRNA",456,0.086135905
"ENSACAT00000000816.3","mRNA",38,0.20516511
"ENSACAT00000000703.3","mRNA",231,0.12312091
"ENSACAT00000007141.3","mRNA",276,0.1268785
"ENSACAT00000007441.3","mRNA",224,0.062032225
"ENSACAT00000027836.2","mRNA",17,0.32217526
"ENSACAT00000007648.3","mRNA",93,0.13456811
"ENSACAT00000008775.3","mRNA",4,0.57358621
"ENSACAT00000008127.3","mRNA",11,0.42808316
"ENSACAT00000008121.3","mRNA",743,0.29994844
"ENSACAT00000008030.3","mRNA",39,0.18359926
"ENSACAT00000007917.3","mRNA",17,0.20614426
"ENSACAT00000007691.3","mRNA",467,0.19460503
"ENSACAT00000007569.3","mRNA",1101,0.103358345
"ENSACAT00000005767.3","mRNA",118,0.12723311
"ENSACAT00000005821.3","mRNA",0,0.50000021
"ENSACAT00000005872.3","mRNA",756,0.076080035
"ENSACAT00000021092.3","mRNA",35,0.14900321
"ENSACAT00000017506.2","mRNA",5,0.31254521
"ENSACAT00000017604.3","mRNA",33,0.17092926
"ENSACAT00000014405.3","mRNA",20,0.14579101
"ENSACAT00000014634.3","mRNA",214,0.13555801
"ENSACAT00000000900.3","mRNA",61,0.19191131
"ENSACAT00000000754.3","mRNA",7,0.55795321
"ENSACAT00000029710.1","mRNA",113,0.14457126
"ENSACAT00000017378.3","mRNA",11,0.40998226
"ENSACAT00000017335.3","mRNA",151,0.1300805
"ENSACAT00000030288.1","mRNA",170,0.084631035
"ENSACAT00000017298.3","mRNA",177,0.0594962
"ENSACAT00000030316.1","mRNA",1,0.90080881
"ENSACAT00000017182.3","mRNA",399,0.14705236
"ENSACAT00000017093.3","mRNA",595,0.073437065
"ENSACAT00000002172.3","mRNA",54,0.12673611
"ENSACAT00000030888.1","mRNA",1,0.76185121
"ENSACAT00000001830.3","mRNA",22,0.21639611
"ENSACAT00000000891.3","mRNA",10,0.27362021
"ENSACAT00000000625.3","mRNA",315,0.161869045
"ENSACAT00000000379.3","mRNA",10,0.38535521
"ENSACAT00000004896.2","mRNA",237,0.08870275
"ENSACAT00000004942.3","mRNA",299,0.08527664
"ENSACAT00000005066.3","mRNA",9,0.47840221
"ENSACAT00000002733.2","mRNA",1,0.87281021
"ENSACAT00000002476.3","mRNA",160,0.09867501
"ENSACAT00000002431.2","mRNA",636,0.39906509
"ENSACAT00000001927.2","mRNA",378,0.13846976
"ENSACAT00000001756.3","mRNA",155,0.045611655
"ENSACAT00000030327.1","mRNA",3,0.87281021
"ENSACAT00000000840.3","mRNA",889,0.05648318
"ENSACAT00000002354.3","mRNA",107,0.15416069
"ENSACAT00000023613.2","mRNA",267,0.04050389
"ENSACAT00000000730.3","mRNA",326,0.032656015
"ENSACAT00000012920.3","mRNA",109,0.08219044
"ENSACAT00000029724.1","mRNA",1146,0.05006011
"ENSACAT00000016196.3","mRNA",386,0.04282184
"ENSACAT00000016424.3","mRNA",4143,0.06576734
"ENSACAT00000016484.3","mRNA",92,0.16174414
"ENSACAT00000016839.3","mRNA",31,0.19825676
"ENSACAT00000009086.3","mRNA",143,0.07102569
"ENSACAT00000003508.3","mRNA",68,0.09276486
"ENSACAT00000003446.3","mRNA",52,0.25317101
"ENSACAT00000025504.2","mRNA",4,0.27439621
"ENSACAT00000003335.2","mRNA",5,0.37358621
"ENSACAT00000003274.3","mRNA",7,0.43072921
"ENSACAT00000030350.1","mRNA",507,0.058727325
"ENSACAT00000003225.3","mRNA",507,0.058727325
"ENSACAT00000002860.3","mRNA",56,0.10161881
"ENSACAT00000002632.3","mRNA",49,0.15092691
"ENSACAT00000006042.2","mRNA",0,0.50000021
"ENSACAT00000006161.3","mRNA",24,0.24579101
"ENSACAT00000006194.3","mRNA",48,0.20700836
"ENSACAT00000006329.3","mRNA",182,0.129309555
"ENSACAT00000006691.3","mRNA",40,0.12439621
"ENSACAT00000000246.3","mRNA",567,0.09745219
"ENSACAT00000000281.3","mRNA",0,0.50000021
"ENSACAT00000000487.3","mRNA",640,0.04880001
"ENSACAT00000000772.2","mRNA",773,0.09408295
"ENSACAT00000001274.3","mRNA",19,0.34687001
"ENSACAT00000001876.3","mRNA",94,0.05584391
"ENSACAT00000001963.3","mRNA",1,0.81173521
"ENSACAT00000002100.3","mRNA",1664,0.05000254
"ENSACAT00000002364.3","mRNA",1945,0.09316284
"ENSACAT00000002454.3","mRNA",15,0.16805041
"ENSACAT00000012409.3","mRNA",350,0.11203914
"ENSACAT00000012265.3","mRNA",178,0.10947119
"ENSACAT00000012189.3","mRNA",9,0.27439571
"ENSACAT00000012008.3","mRNA",15,0.17819991
"ENSACAT00000011585.3","mRNA",0,0.50000021
"ENSACAT00000011304.3","mRNA",11,0.25794444
"ENSACAT00000011176.3","mRNA",12,0.62281026
"ENSACAT00000005262.3","mRNA",915,0.044073325
"ENSACAT00000012656.2","mRNA",931,0.09384589
"ENSACAT00000005929.1","mRNA",0,0.50000021
"ENSACAT00000005917.3","mRNA",45,0.20060801
"ENSACAT00000005745.3","mRNA",6,0.40695371
"ENSACAT00000004590.3","mRNA",13,0.35343931
"ENSACAT00000000358.3","mRNA",19,0.27231201
"ENSACAT00000000440.3","mRNA",94,0.13408871
"ENSACAT00000022225.2","mRNA",68,0.12692854
"ENSACAT00000000733.3","mRNA",95,0.16372034
"ENSACAT00000000824.3","mRNA",178,0.12414807
"ENSACAT00000001282.3","mRNA",42,0.34361341
"ENSACAT00000001504.3","mRNA",32,0.13608621
"ENSACAT00000001919.3","mRNA",348,0.07972418
"ENSACAT00000029924.1","mRNA",51,0.20282551
"ENSACAT00000010629.3","mRNA",17,0.19276066
"ENSACAT00000017081.3","mRNA",28,0.14918401
"ENSACAT00000017113.3","mRNA",3,0.96032141
"ENSACAT00000011601.3","mRNA",54,0.11819799
"ENSACAT00000011670.3","mRNA",41,0.12805446
"ENSACAT00000011697.3","mRNA",152,0.107192985
"ENSACAT00000011918.3","mRNA",288,0.09302779
"ENSACAT00000012491.3","mRNA",13,0.25004571
"ENSACAT00000012649.3","mRNA",49,0.15074366
"ENSACAT00000022571.2","mRNA",15,0.35631541
"ENSACAT00000007206.3","mRNA",491,0.09668854
"ENSACAT00000008258.2","mRNA",580,0.013225585
"ENSACAT00000008263.3","mRNA",9,0.41335331
"ENSACAT00000007194.3","mRNA",0,0.50000021
"ENSACAT00000014959.2","mRNA",313,0.074065965
"ENSACAT00000014885.3","mRNA",56,0.19463179
"ENSACAT00000014776.3","mRNA",14,0.35933441
"ENSACAT00000014533.3","mRNA",387,0.06101333
"ENSACAT00000017971.3","mRNA",928,0.07397404
"ENSACAT00000017962.3","mRNA",397,0.05874957
"ENSACAT00000017928.3","mRNA",349,0.06952744
"ENSACAT00000017905.3","mRNA",1377,0.08468992
"ENSACAT00000002903.3","mRNA",240,0.070272825
"ENSACAT00000003142.3","mRNA",15,0.31997954
"ENSACAT00000005376.3","mRNA",19,0.25213471
"ENSACAT00000005907.3","mRNA",7,0.33726651
"ENSACAT00000005384.3","mRNA",59,0.22787616
"ENSACAT00000009249.3","mRNA",10,0.48535381
"ENSACAT00000009148.3","mRNA",208,0.128623565
"ENSACAT00000009066.3","mRNA",94,0.09851584
"ENSACAT00000030436.1","mRNA",79,0.13190529
"ENSACAT00000008841.3","mRNA",82,0.15181859
"ENSACAT00000028926.2","mRNA",2,0.70081021
"ENSACAT00000008812.3","mRNA",2,0.70081021
"ENSACAT00000012751.3","mRNA",409,0.138412515
"ENSACAT00000004663.2","mRNA",216,0.117913595
"ENSACAT00000004204.3","mRNA",184,0.12883179
"ENSACAT00000005746.3","mRNA",22,0.26121386
"ENSACAT00000005664.3","mRNA",0,0.50000021
"ENSACAT00000005453.3","mRNA",303,0.070119645
"ENSACAT00000003208.2","mRNA",135,0.064346055
"ENSACAT00000002891.3","mRNA",65,0.14989974
"ENSACAT00000002867.3","mRNA",210,0.08233436
"ENSACAT00000002766.3","mRNA",116,0.08646391
"ENSACAT00000002692.2","mRNA",725,0.08495634
"ENSACAT00000029007.2","mRNA",83,0.08245936
"ENSACAT00000002170.3","mRNA",13,0.14624949
"ENSACAT00000014682.3","mRNA",41,0.11782804
"ENSACAT00000014804.3","mRNA",500,0.08160379
"ENSACAT00000024840.1","mRNA",0,0.50000021
"ENSACAT00000010501.3","mRNA",794,0.08915079
"ENSACAT00000010543.3","mRNA",133,0.18725919
"ENSACAT00000002071.3","mRNA",68,0.13909996
"ENSACAT00000002241.3","mRNA",370,0.03546991
"ENSACAT00000013875.3","mRNA",180,0.06883888
"ENSACAT00000013775.3","mRNA",19,0.20970861
"ENSACAT00000009698.3","mRNA",230,0.16605839
"ENSACAT00000029859.1","mRNA",1142,0.10139839
"ENSACAT00000009391.3","mRNA",1126,0.10853196
"ENSACAT00000009220.2","mRNA",102,0.13278451
"ENSACAT00000009158.2","mRNA",6,0.47439481
"ENSACAT00000023346.2","mRNA",2,0.76185121
"ENSACAT00000000540.2","mRNA",357,0.24257134
"ENSACAT00000023828.2","mRNA",2,0.76185121
"ENSACAT00000029462.1","mRNA",11,0.28921251
"ENSACAT00000007851.3","mRNA",269,0.09760351
"ENSACAT00000029831.1","mRNA",124,0.24099721
"ENSACAT00000006504.3","mRNA",322,0.21003679
"ENSACAT00000012183.2","mRNA",32,0.25966121
"ENSACAT00000011850.3","mRNA",105,0.228536295
"ENSACAT00000011486.3","mRNA",882,0.117312435
"ENSACAT00000011135.3","mRNA",34,0.07220681
"ENSACAT00000011102.3","mRNA",135,0.19491339
"ENSACAT00000011055.3","mRNA",597,0.08160589
"ENSACAT00000010972.3","mRNA",38,0.27845051
"ENSACAT00000010693.3","mRNA",1896,0.17446498
"ENSACAT00000010661.3","mRNA",1407,0.10519375
"ENSACAT00000010306.3","mRNA",353,0.15340724
"ENSACAT00000009997.3","mRNA",38,0.24848781
"ENSACAT00000009898.3","mRNA",0,0.50000021
"ENSACAT00000009844.3","mRNA",59,0.18901104
"ENSACAT00000014973.3","mRNA",23,0.31655041
"ENSACAT00000015050.3","mRNA",22,0.37618121
"ENSACAT00000002915.3","mRNA",9,0.35155021
"ENSACAT00000004677.3","mRNA",11,0.30085866
"ENSACAT00000004629.3","mRNA",53,0.21543516
"ENSACAT00000025747.2","mRNA",30,0.27439466
"ENSACAT00000003915.3","mRNA",279,0.11944656
"ENSACAT00000004466.3","mRNA",412,0.093729475
"ENSACAT00000004566.2","mRNA",2,0.81173521
"ENSACAT00000004875.3","mRNA",139,0.09880011
"ENSACAT00000004899.3","mRNA",146,0.09010496
"ENSACAT00000005048.2","mRNA",633,0.12448599
"ENSACAT00000009676.3","mRNA",114,0.30296311
"ENSACAT00000004059.2","mRNA",601,0.10272129
"ENSACAT00000009649.3","mRNA",51,0.16739161
"ENSACAT00000000992.3","mRNA",12,0.30550561
"ENSACAT00000001645.3","mRNA",1236,0.106066585
"ENSACAT00000002147.3","mRNA",1273,0.15447958
"ENSACAT00000002256.3","mRNA",247,0.201121625
"ENSACAT00000002640.3","mRNA",136,0.09648336
"ENSACAT00000002785.3","mRNA",16,0.28394141
"ENSACAT00000002856.3","mRNA",369,0.16912054
"ENSACAT00000003017.3","mRNA",36,0.18469721
"ENSACAT00000011020.3","mRNA",111,0.122884435
"ENSACAT00000010933.3","mRNA",45,0.24025306
"ENSACAT00000011090.2","mRNA",87,0.13605131
"ENSACAT00000029233.1","mRNA",84,0.12496756
"ENSACAT00000011134.3","mRNA",23,0.24335696
"ENSACAT00000011836.3","mRNA",4,0.38466121
"ENSACAT00000011895.3","mRNA",232,0.06950654
"ENSACAT00000012615.3","mRNA",1,0.81173521
"ENSACAT00000012638.3","mRNA",231,0.093368445
"ENSACAT00000012765.3","mRNA",82,0.18079349
"ENSACAT00000013939.3","mRNA",23,0.24335681
"ENSACAT00000013526.3","mRNA",15,0.23653039
"ENSACAT00000014071.3","mRNA",23,0.28291941
"ENSACAT00000014263.2","mRNA",25,0.16486641
"ENSACAT00000014857.3","mRNA",75,0.16646476
"ENSACAT00000014667.3","mRNA",22,0.26762686
"ENSACAT00000014670.2","mRNA",0,0.50000021
"ENSACAT00000014467.3","mRNA",576,0.16764724
"ENSACAT00000014974.3","mRNA",1,0.70081021
"ENSACAT00000015042.3","mRNA",1,0.99166399
"ENSACAT00000015229.3","mRNA",471,0.31439811
"ENSACAT00000015304.3","mRNA",213,0.07126274
"ENSACAT00000002688.3","mRNA",71,0.10092449
"ENSACAT00000002498.3","mRNA",176,0.12512635
"ENSACAT00000001968.3","mRNA",1076,0.09020224
"ENSACAT00000001820.3","mRNA",3,0.57358621
"ENSACAT00000007622.1","mRNA",91,0.10711331
"ENSACAT00000007494.3","mRNA",44,0.12632509
"ENSACAT00000007480.3","mRNA",126,0.07342989
"ENSACAT00000007429.3","mRNA",222,0.06161184
"ENSACAT00000003893.3","mRNA",22,0.09363616
"ENSACAT00000004017.3","mRNA",2338,0.08502351
"ENSACAT00000004066.3","mRNA",2589,0.04310684
"ENSACAT00000004169.2","mRNA",182,0.05463904
"ENSACAT00000004424.3","mRNA",51,0.31087091
"ENSACAT00000004621.3","mRNA",992,0.06837173
"ENSACAT00000004511.3","mRNA",286,0.11650791
"ENSACAT00000004636.3","mRNA",466,0.13690475
"ENSACAT00000004837.2","mRNA",936,0.08533827
"ENSACAT00000004845.3","mRNA",146,0.20166739
"ENSACAT00000004979.3","mRNA",135,0.114327055
"ENSACAT00000005006.2","mRNA",4,0.51254521
"ENSACAT00000023413.1","mRNA",0,0.50000021
"ENSACAT00000028874.1","mRNA",16,0.45955641
"ENSACAT00000016520.3","mRNA",134,0.206575115
"ENSACAT00000016457.2","mRNA",358,0.158954635
"ENSACAT00000016447.3","mRNA",145,0.16108219
"ENSACAT00000016134.2","mRNA",504,0.174414705
"ENSACAT00000016115.3","mRNA",398,0.04068049
"ENSACAT00000023189.2","mRNA",398,0.04068049
"ENSACAT00000016102.3","mRNA",337,0.07173071
"ENSACAT00000016086.3","mRNA",5288,0.10681038
"ENSACAT00000016048.3","mRNA",537,0.08471924
"ENSACAT00000023461.1","mRNA",13547,0.06219229
"ENSACAT00000015853.3","mRNA",51,0.11978486
"ENSACAT00000023386.2","mRNA",1,0.70081021
"ENSACAT00000015807.3","mRNA",6,0.30776181
"ENSACAT00000015791.3","mRNA",14,0.42037541
"ENSACAT00000015777.2","mRNA",287,0.11884531
"ENSACAT00000015750.3","mRNA",73,0.08583174
"ENSACAT00000015725.1","mRNA",1241,0.03962934
"ENSACAT00000027292.1","mRNA",0,0.50000021
"ENSACAT00000015719.2","mRNA",0,0.50000021
"ENSACAT00000015717.3","mRNA",23,0.23557574
"ENSACAT00000017966.2","mRNA",0,0.50000021
"ENSACAT00000017964.3","mRNA",146,0.10595005
"ENSACAT00000017961.3","mRNA",1198,0.243175485
"ENSACAT00000027987.1","mRNA",0,0.50000021
"ENSACAT00000023898.2","mRNA",588,0.12973814
"ENSACAT00000007709.3","mRNA",23,0.20518874
"ENSACAT00000017667.2","mRNA",250,0.05945479
"ENSACAT00000017676.2","mRNA",133,0.12908691
"ENSACAT00000029763.1","mRNA",0,0.50000021
"ENSACAT00000021208.1","mRNA",110,0.128166545
"ENSACAT00000007369.3","mRNA",331,0.11126051
"ENSACAT00000007318.2","mRNA",8,0.46266121
"ENSACAT00000007317.1","mRNA",0,0.50000021
"ENSACAT00000007314.3","mRNA",436,0.08377789
"ENSACAT00000007193.3","mRNA",858,0.07558894
"ENSACAT00000007191.2","mRNA",2967,0.06671835
"ENSACAT00000022067.1","mRNA",0,0.50000021
"ENSACAT00000029797.1","mRNA",4,0.51254521
"ENSACAT00000024662.1","mRNA",0,0.50000021
"ENSACAT00000006961.3","mRNA",112,0.09280104
"ENSACAT00000025895.2","mRNA",215,0.312319155
"ENSACAT00000006897.3","mRNA",184,0.04884637
"ENSACAT00000006914.2","mRNA",19,0.19385301
"ENSACAT00000030231.1","mRNA",0,0.50000021
"ENSACAT00000006789.2","mRNA",0,0.50000021
"ENSACAT00000030396.1","mRNA",0,0.50000021
"ENSACAT00000006768.3","mRNA",14,0.32323499
"ENSACAT00000001591.3","mRNA",81,0.09196491
"ENSACAT00000027139.1","mRNA",48,0.30971586
"ENSACAT00000001450.3","mRNA",65,0.24908944
"ENSACAT00000027768.2","mRNA",219,0.146414955
"ENSACAT00000001408.3","mRNA",219,0.146414955
"ENSACAT00000000684.3","mRNA",541,0.14637756
"ENSACAT00000000457.2","mRNA",353,0.16434726
"ENSACAT00000000402.3","mRNA",65,0.19125654
"ENSACAT00000004178.3","mRNA",8,0.51254521
"ENSACAT00000004122.3","mRNA",915,0.051812975
"ENSACAT00000006971.3","mRNA",10,0.48454521
"ENSACAT00000022860.1","mRNA",387,0.08851324
"ENSACAT00000006960.2","mRNA",387,0.08851324
"ENSACAT00000011245.1","mRNA",7,0.38316421
"ENSACAT00000011248.1","mRNA",0,0.50000021
"ENSACAT00000029337.1","mRNA",0,0.50000021
"ENSACAT00000007998.3","mRNA",18,0.37921081
"ENSACAT00000007963.2","mRNA",6,0.43475001
"ENSACAT00000021080.3","mRNA",10,0.33394001
"ENSACAT00000007958.2","mRNA",1,0.81173521
"ENSACAT00000007955.2","mRNA",0,0.50000021
"ENSACAT00000025309.1","mRNA",0,0.50000021
"ENSACAT00000007795.2","mRNA",1,0.76185121
"ENSACAT00000007780.2","mRNA",6,0.46266121
"ENSACAT00000007760.3","mRNA",184,0.08531446
"ENSACAT00000007744.2","mRNA",1,0.87281021
"ENSACAT00000007741.2","mRNA",201,0.168924365
"ENSACAT00000007717.3","mRNA",507,0.197875825
"ENSACAT00000007670.3","mRNA",537,0.131472315
"ENSACAT00000007666.3","mRNA",727,0.15567103
"ENSACAT00000007553.3","mRNA",4,0.36346981
"ENSACAT00000007552.3","mRNA",142,0.13018191
"ENSACAT00000007507.3","mRNA",0,0.50000021
"ENSACAT00000007499.3","mRNA",3,0.57362021
"ENSACAT00000007483.3","mRNA",193,0.119433335
